,Library_Occupancy,Students_Traveling,Students_In_Library,Students_In_Lecture,Students_Off_Campus
159,"{'Arts and Social Sciences': 579, 'Chemistry': 63, 'Education': 0, 'Medical': 85, 'Physics': 75, ""Queen's Building"": 151, 'Wills Memorial': 443, 'Beacon House': 375, 'Brambles and Hawthorns': 12, 'Grace Reeves': 18, 'Senate House': 519}",0,2320,675,1005
160,"{'Arts and Social Sciences': 569, 'Chemistry': 53, 'Education': 0, 'Medical': 73, 'Physics': 71, ""Queen's Building"": 150, 'Wills Memorial': 440, 'Beacon House': 381, 'Brambles and Hawthorns': 9, 'Grace Reeves': 17, 'Senate House': 484}",382,2247,507,864
161,"{'Arts and Social Sciences': 569, 'Chemistry': 53, 'Education': 0, 'Medical': 73, 'Physics': 71, ""Queen's Building"": 151, 'Wills Memorial': 440, 'Beacon House': 381, 'Brambles and Hawthorns': 9, 'Grace Reeves': 17, 'Senate House': 519}",0,2283,684,1033
162,"{'Arts and Social Sciences': 569, 'Chemistry': 53, 'Education': 0, 'Medical': 73, 'Physics': 71, ""Queen's Building"": 151, 'Wills Memorial': 440, 'Beacon House': 381, 'Brambles and Hawthorns': 9, 'Grace Reeves': 17, 'Senate House': 519}",0,2283,684,1033
163,"{'Arts and Social Sciences': 569, 'Chemistry': 53, 'Education': 0, 'Medical': 73, 'Physics': 71, ""Queen's Building"": 151, 'Wills Memorial': 440, 'Beacon House': 381, 'Brambles and Hawthorns': 9, 'Grace Reeves': 17, 'Senate House': 519}",0,2283,684,1033
164,"{'Arts and Social Sciences': 531, 'Chemistry': 56, 'Education': 0, 'Medical': 69, 'Physics': 67, ""Queen's Building"": 152, 'Wills Memorial': 447, 'Beacon House': 364, 'Brambles and Hawthorns': 5, 'Grace Reeves': 13, 'Senate House': 488}",385,2192,530,893
165,"{'Arts and Social Sciences': 531, 'Chemistry': 56, 'Education': 0, 'Medical': 69, 'Physics': 67, ""Queen's Building"": 152, 'Wills Memorial': 447, 'Beacon House': 364, 'Brambles and Hawthorns': 5, 'Grace Reeves': 13, 'Senate House': 496}",0,2200,715,1085
166,"{'Arts and Social Sciences': 531, 'Chemistry': 56, 'Education': 0, 'Medical': 69, 'Physics': 67, ""Queen's Building"": 152, 'Wills Memorial': 447, 'Beacon House': 364, 'Brambles and Hawthorns': 5, 'Grace Reeves': 13, 'Senate House': 496}",0,2200,715,1085
167,"{'Arts and Social Sciences': 531, 'Chemistry': 56, 'Education': 0, 'Medical': 69, 'Physics': 67, ""Queen's Building"": 152, 'Wills Memorial': 447, 'Beacon House': 364, 'Brambles and Hawthorns': 5, 'Grace Reeves': 13, 'Senate House': 496}",0,2200,715,1085
168,"{'Arts and Social Sciences': 517, 'Chemistry': 62, 'Education': 0, 'Medical': 60, 'Physics': 62, ""Queen's Building"": 152, 'Wills Memorial': 452, 'Beacon House': 369, 'Brambles and Hawthorns': 3, 'Grace Reeves': 11, 'Senate House': 461}",411,2149,486,954
169,"{'Arts and Social Sciences': 517, 'Chemistry': 62, 'Education': 0, 'Medical': 60, 'Physics': 62, ""Queen's Building"": 152, 'Wills Memorial': 452, 'Beacon House': 369, 'Brambles and Hawthorns': 3, 'Grace Reeves': 11, 'Senate House': 500}",0,2188,659,1153
170,"{'Arts and Social Sciences': 517, 'Chemistry': 62, 'Education': 0, 'Medical': 60, 'Physics': 62, ""Queen's Building"": 152, 'Wills Memorial': 452, 'Beacon House': 369, 'Brambles and Hawthorns': 3, 'Grace Reeves': 11, 'Senate House': 500}",0,2188,659,1153
171,"{'Arts and Social Sciences': 517, 'Chemistry': 62, 'Education': 0, 'Medical': 60, 'Physics': 62, ""Queen's Building"": 152, 'Wills Memorial': 452, 'Beacon House': 369, 'Brambles and Hawthorns': 3, 'Grace Reeves': 11, 'Senate House': 500}",0,2188,659,1153
172,"{'Arts and Social Sciences': 502, 'Chemistry': 58, 'Education': 0, 'Medical': 50, 'Physics': 54, ""Queen's Building"": 152, 'Wills Memorial': 452, 'Beacon House': 379, 'Brambles and Hawthorns': 2, 'Grace Reeves': 7, 'Senate House': 454}",405,2110,474,1011
173,"{'Arts and Social Sciences': 502, 'Chemistry': 58, 'Education': 0, 'Medical': 50, 'Physics': 54, ""Queen's Building"": 152, 'Wills Memorial': 453, 'Beacon House': 379, 'Brambles and Hawthorns': 2, 'Grace Reeves': 7, 'Senate House': 482}",0,2139,668,1193
174,"{'Arts and Social Sciences': 502, 'Chemistry': 58, 'Education': 0, 'Medical': 50, 'Physics': 54, ""Queen's Building"": 152, 'Wills Memorial': 453, 'Beacon House': 379, 'Brambles and Hawthorns': 2, 'Grace Reeves': 7, 'Senate House': 482}",0,2139,668,1193
175,"{'Arts and Social Sciences': 502, 'Chemistry': 58, 'Education': 0, 'Medical': 50, 'Physics': 54, ""Queen's Building"": 152, 'Wills Memorial': 453, 'Beacon House': 379, 'Brambles and Hawthorns': 2, 'Grace Reeves': 7, 'Senate House': 482}",0,2139,668,1193
176,"{'Arts and Social Sciences': 487, 'Chemistry': 53, 'Education': 0, 'Medical': 49, 'Physics': 50, ""Queen's Building"": 154, 'Wills Memorial': 442, 'Beacon House': 379, 'Brambles and Hawthorns': 1, 'Grace Reeves': 4, 'Senate House': 444}",351,2063,532,1054
177,"{'Arts and Social Sciences': 488, 'Chemistry': 53, 'Education': 0, 'Medical': 49, 'Physics': 50, ""Queen's Building"": 154, 'Wills Memorial': 443, 'Beacon House': 379, 'Brambles and Hawthorns': 1, 'Grace Reeves': 4, 'Senate House': 454}",0,2075,709,1216
178,"{'Arts and Social Sciences': 488, 'Chemistry': 53, 'Education': 0, 'Medical': 49, 'Physics': 50, ""Queen's Building"": 154, 'Wills Memorial': 443, 'Beacon House': 379, 'Brambles and Hawthorns': 1, 'Grace Reeves': 4, 'Senate House': 454}",0,2075,709,1216
179,"{'Arts and Social Sciences': 488, 'Chemistry': 53, 'Education': 0, 'Medical': 49, 'Physics': 50, ""Queen's Building"": 154, 'Wills Memorial': 443, 'Beacon House': 379, 'Brambles and Hawthorns': 1, 'Grace Reeves': 4, 'Senate House': 454}",0,2075,709,1216
180,"{'Arts and Social Sciences': 475, 'Chemistry': 46, 'Education': 0, 'Medical': 37, 'Physics': 46, ""Queen's Building"": 151, 'Wills Memorial': 440, 'Beacon House': 367, 'Brambles and Hawthorns': 0, 'Grace Reeves': 2, 'Senate House': 418}",406,1982,536,1076
181,"{'Arts and Social Sciences': 475, 'Chemistry': 46, 'Education': 0, 'Medical': 37, 'Physics': 46, ""Queen's Building"": 151, 'Wills Memorial': 440, 'Beacon House': 367, 'Brambles and Hawthorns': 0, 'Grace Reeves': 2, 'Senate House': 464}",0,2028,714,1258
182,"{'Arts and Social Sciences': 475, 'Chemistry': 46, 'Education': 0, 'Medical': 37, 'Physics': 46, ""Queen's Building"": 151, 'Wills Memorial': 440, 'Beacon House': 367, 'Brambles and Hawthorns': 0, 'Grace Reeves': 2, 'Senate House': 464}",0,2028,714,1258
183,"{'Arts and Social Sciences': 475, 'Chemistry': 46, 'Education': 0, 'Medical': 37, 'Physics': 46, ""Queen's Building"": 151, 'Wills Memorial': 440, 'Beacon House': 367, 'Brambles and Hawthorns': 0, 'Grace Reeves': 2, 'Senate House': 464}",0,2028,714,1258
184,"{'Arts and Social Sciences': 584, 'Chemistry': 63, 'Education': 0, 'Medical': 47, 'Physics': 63, ""Queen's Building"": 161, 'Wills Memorial': 513, 'Beacon House': 420, 'Brambles and Hawthorns': 0, 'Grace Reeves': 2, 'Senate House': 532}",359,2385,0,1256
185,"{'Arts and Social Sciences': 584, 'Chemistry': 63, 'Education': 0, 'Medical': 47, 'Physics': 63, ""Queen's Building"": 161, 'Wills Memorial': 515, 'Beacon House': 421, 'Brambles and Hawthorns': 0, 'Grace Reeves': 2, 'Senate House': 619}",16,2475,0,1509
186,"{'Arts and Social Sciences': 599, 'Chemistry': 63, 'Education': 0, 'Medical': 47, 'Physics': 63, ""Queen's Building"": 161, 'Wills Memorial': 515, 'Beacon House': 421, 'Brambles and Hawthorns': 0, 'Grace Reeves': 2, 'Senate House': 619}",1,2490,0,1509
187,"{'Arts and Social Sciences': 600, 'Chemistry': 63, 'Education': 0, 'Medical': 47, 'Physics': 63, ""Queen's Building"": 161, 'Wills Memorial': 515, 'Beacon House': 421, 'Brambles and Hawthorns': 0, 'Grace Reeves': 2, 'Senate House': 619}",0,2491,0,1509
188,"{'Arts and Social Sciences': 599, 'Chemistry': 63, 'Education': 0, 'Medical': 47, 'Physics': 63, ""Queen's Building"": 161, 'Wills Memorial': 512, 'Beacon House': 420, 'Brambles and Hawthorns': 0, 'Grace Reeves': 2, 'Senate House': 616}",12,2483,0,1505
189,"{'Arts and Social Sciences': 599, 'Chemistry': 63, 'Education': 0, 'Medical': 48, 'Physics': 63, ""Queen's Building"": 161, 'Wills Memorial': 512, 'Beacon House': 420, 'Brambles and Hawthorns': 0, 'Grace Reeves': 2, 'Senate House': 618}",1,2486,0,1513
190,"{'Arts and Social Sciences': 599, 'Chemistry': 63, 'Education': 0, 'Medical': 48, 'Physics': 63, ""Queen's Building"": 161, 'Wills Memorial': 512, 'Beacon House': 420, 'Brambles and Hawthorns': 0, 'Grace Reeves': 2, 'Senate House': 619}",0,2487,0,1513
191,"{'Arts and Social Sciences': 599, 'Chemistry': 63, 'Education': 0, 'Medical': 48, 'Physics': 63, ""Queen's Building"": 161, 'Wills Memorial': 512, 'Beacon House': 420, 'Brambles and Hawthorns': 0, 'Grace Reeves': 2, 'Senate House': 619}",0,2487,0,1513
192,"{'Arts and Social Sciences': 0, 'Chemistry': 0, 'Education': 0, 'Medical': 0, 'Physics': 0, ""Queen's Building"": 0, 'Wills Memorial': 0, 'Beacon House': 0, 'Brambles and Hawthorns': 0, 'Grace Reeves': 0, 'Senate House': 0}",2764,0,0,1236
193,"{'Arts and Social Sciences': 620, 'Chemistry': 79, 'Education': 0, 'Medical': 92, 'Physics': 74, ""Queen's Building"": 168, 'Wills Memorial': 517, 'Beacon House': 428, 'Brambles and Hawthorns': 0, 'Grace Reeves': 0, 'Senate House': 397}",389,2375,0,1236
194,"{'Arts and Social Sciences': 620, 'Chemistry': 79, 'Education': 0, 'Medical': 92, 'Physics': 74, ""Queen's Building"": 168, 'Wills Memorial': 522, 'Beacon House': 431, 'Brambles and Hawthorns': 0, 'Grace Reeves': 0, 'Senate House': 639}",139,2625,0,1236
195,"{'Arts and Social Sciences': 717, 'Chemistry': 79, 'Education': 0, 'Medical': 96, 'Physics': 81, ""Queen's Building"": 168, 'Wills Memorial': 522, 'Beacon House': 431, 'Brambles and Hawthorns': 0, 'Grace Reeves': 0, 'Senate House': 639}",31,2733,0,1236
196,"{'Arts and Social Sciences': 625, 'Chemistry': 66, 'Education': 0, 'Medical': 82, 'Physics': 69, ""Queen's Building"": 151, 'Wills Memorial': 456, 'Beacon House': 381, 'Brambles and Hawthorns': 11, 'Grace Reeves': 16, 'Senate House': 546}",169,2403,326,1102
197,"{'Arts and Social Sciences': 625, 'Chemistry': 66, 'Education': 0, 'Medical': 82, 'Physics': 69, ""Queen's Building"": 151, 'Wills Memorial': 457, 'Beacon House': 381, 'Brambles and Hawthorns': 11, 'Grace Reeves': 16, 'Senate House': 546}",0,2404,494,1102
198,"{'Arts and Social Sciences': 625, 'Chemistry': 66, 'Education': 0, 'Medical': 82, 'Physics': 69, ""Queen's Building"": 151, 'Wills Memorial': 457, 'Beacon House': 381, 'Brambles and Hawthorns': 11, 'Grace Reeves': 16, 'Senate House': 546}",0,2404,494,1102
199,"{'Arts and Social Sciences': 625, 'Chemistry': 66, 'Education': 0, 'Medical': 82, 'Physics': 69, ""Queen's Building"": 151, 'Wills Memorial': 457, 'Beacon House': 381, 'Brambles and Hawthorns': 11, 'Grace Reeves': 16, 'Senate House': 546}",0,2404,494,1102
200,"{'Arts and Social Sciences': 602, 'Chemistry': 63, 'Education': 0, 'Medical': 80, 'Physics': 66, ""Queen's Building"": 154, 'Wills Memorial': 436, 'Beacon House': 360, 'Brambles and Hawthorns': 11, 'Grace Reeves': 17, 'Senate House': 509}",265,2298,483,954
201,"{'Arts and Social Sciences': 602, 'Chemistry': 63, 'Education': 0, 'Medical': 80, 'Physics': 66, ""Queen's Building"": 154, 'Wills Memorial': 436, 'Beacon House': 360, 'Brambles and Hawthorns': 11, 'Grace Reeves': 17, 'Senate House': 515}",0,2304,669,1027
202,"{'Arts and Social Sciences': 602, 'Chemistry': 63, 'Education': 0, 'Medical': 80, 'Physics': 66, ""Queen's Building"": 154, 'Wills Memorial': 436, 'Beacon House': 360, 'Brambles and Hawthorns': 11, 'Grace Reeves': 17, 'Senate House': 515}",0,2304,669,1027
203,"{'Arts and Social Sciences': 602, 'Chemistry': 63, 'Education': 0, 'Medical': 80, 'Physics': 66, ""Queen's Building"": 154, 'Wills Memorial': 436, 'Beacon House': 360, 'Brambles and Hawthorns': 11, 'Grace Reeves': 17, 'Senate House': 515}",0,2304,669,1027
204,"{'Arts and Social Sciences': 589, 'Chemistry': 66, 'Education': 0, 'Medical': 81, 'Physics': 69, ""Queen's Building"": 148, 'Wills Memorial': 450, 'Beacon House': 369, 'Brambles and Hawthorns': 9, 'Grace Reeves': 14, 'Senate House': 489}",337,2284,495,884
205,"{'Arts and Social Sciences': 589, 'Chemistry': 66, 'Education': 0, 'Medical': 81, 'Physics': 69, ""Queen's Building"": 148, 'Wills Memorial': 450, 'Beacon House': 369, 'Brambles and Hawthorns': 9, 'Grace Reeves': 14, 'Senate House': 516}",0,2311,682,1007
206,"{'Arts and Social Sciences': 589, 'Chemistry': 66, 'Education': 0, 'Medical': 81, 'Physics': 69, ""Queen's Building"": 148, 'Wills Memorial': 450, 'Beacon House': 369, 'Brambles and Hawthorns': 9, 'Grace Reeves': 14, 'Senate House': 516}",0,2311,682,1007
207,"{'Arts and Social Sciences': 589, 'Chemistry': 66, 'Education': 0, 'Medical': 81, 'Physics': 69, ""Queen's Building"": 148, 'Wills Memorial': 450, 'Beacon House': 369, 'Brambles and Hawthorns': 9, 'Grace Reeves': 14, 'Senate House': 516}",0,2311,682,1007
208,"{'Arts and Social Sciences': 563, 'Chemistry': 66, 'Education': 0, 'Medical': 71, 'Physics': 66, ""Queen's Building"": 152, 'Wills Memorial': 445, 'Beacon House': 364, 'Brambles and Hawthorns': 7, 'Grace Reeves': 11, 'Senate House': 470}",389,2215,519,877
209,"{'Arts and Social Sciences': 564, 'Chemistry': 66, 'Education': 0, 'Medical': 71, 'Physics': 66, ""Queen's Building"": 152, 'Wills Memorial': 446, 'Beacon House': 364, 'Brambles and Hawthorns': 7, 'Grace Reeves': 11, 'Senate House': 487}",0,2234,702,1064
210,"{'Arts and Social Sciences': 564, 'Chemistry': 66, 'Education': 0, 'Medical': 71, 'Physics': 66, ""Queen's Building"": 152, 'Wills Memorial': 446, 'Beacon House': 364, 'Brambles and Hawthorns': 7, 'Grace Reeves': 11, 'Senate House': 487}",0,2234,702,1064
211,"{'Arts and Social Sciences': 564, 'Chemistry': 66, 'Education': 0, 'Medical': 71, 'Physics': 66, ""Queen's Building"": 152, 'Wills Memorial': 446, 'Beacon House': 364, 'Brambles and Hawthorns': 7, 'Grace Reeves': 11, 'Senate House': 487}",0,2234,702,1064
212,"{'Arts and Social Sciences': 543, 'Chemistry': 63, 'Education': 0, 'Medical': 60, 'Physics': 65, ""Queen's Building"": 152, 'Wills Memorial': 446, 'Beacon House': 368, 'Brambles and Hawthorns': 5, 'Grace Reeves': 10, 'Senate House': 460}",417,2172,476,935
213,"{'Arts and Social Sciences': 543, 'Chemistry': 63, 'Education': 0, 'Medical': 60, 'Physics': 65, ""Queen's Building"": 152, 'Wills Memorial': 446, 'Beacon House': 368, 'Brambles and Hawthorns': 5, 'Grace Reeves': 10, 'Senate House': 491}",0,2203,650,1147
214,"{'Arts and Social Sciences': 543, 'Chemistry': 63, 'Education': 0, 'Medical': 60, 'Physics': 65, ""Queen's Building"": 152, 'Wills Memorial': 446, 'Beacon House': 368, 'Brambles and Hawthorns': 5, 'Grace Reeves': 10, 'Senate House': 491}",0,2203,650,1147
215,"{'Arts and Social Sciences': 543, 'Chemistry': 63, 'Education': 0, 'Medical': 60, 'Physics': 65, ""Queen's Building"": 152, 'Wills Memorial': 446, 'Beacon House': 368, 'Brambles and Hawthorns': 5, 'Grace Reeves': 10, 'Senate House': 491}",0,2203,650,1147
216,"{'Arts and Social Sciences': 511, 'Chemistry': 60, 'Education': 0, 'Medical': 50, 'Physics': 59, ""Queen's Building"": 151, 'Wills Memorial': 453, 'Beacon House': 364, 'Brambles and Hawthorns': 4, 'Grace Reeves': 7, 'Senate House': 451}",385,2110,483,1022
217,"{'Arts and Social Sciences': 511, 'Chemistry': 60, 'Education': 0, 'Medical': 50, 'Physics': 59, ""Queen's Building"": 151, 'Wills Memorial': 453, 'Beacon House': 364, 'Brambles and Hawthorns': 4, 'Grace Reeves': 7, 'Senate House': 485}",0,2144,649,1207
218,"{'Arts and Social Sciences': 511, 'Chemistry': 60, 'Education': 0, 'Medical': 50, 'Physics': 59, ""Queen's Building"": 151, 'Wills Memorial': 453, 'Beacon House': 364, 'Brambles and Hawthorns': 4, 'Grace Reeves': 7, 'Senate House': 485}",0,2144,649,1207
219,"{'Arts and Social Sciences': 511, 'Chemistry': 60, 'Education': 0, 'Medical': 50, 'Physics': 59, ""Queen's Building"": 151, 'Wills Memorial': 453, 'Beacon House': 364, 'Brambles and Hawthorns': 4, 'Grace Reeves': 7, 'Senate House': 485}",0,2144,649,1207
220,"{'Arts and Social Sciences': 500, 'Chemistry': 55, 'Education': 0, 'Medical': 45, 'Physics': 55, ""Queen's Building"": 150, 'Wills Memorial': 459, 'Beacon House': 358, 'Brambles and Hawthorns': 3, 'Grace Reeves': 5, 'Senate House': 453}",382,2083,489,1046
221,"{'Arts and Social Sciences': 500, 'Chemistry': 55, 'Education': 0, 'Medical': 45, 'Physics': 55, ""Queen's Building"": 150, 'Wills Memorial': 459, 'Beacon House': 358, 'Brambles and Hawthorns': 3, 'Grace Reeves': 5, 'Senate House': 470}",0,2100,685,1215
222,"{'Arts and Social Sciences': 500, 'Chemistry': 55, 'Education': 0, 'Medical': 45, 'Physics': 55, ""Queen's Building"": 150, 'Wills Memorial': 459, 'Beacon House': 358, 'Brambles and Hawthorns': 3, 'Grace Reeves': 5, 'Senate House': 470}",0,2100,685,1215
223,"{'Arts and Social Sciences': 500, 'Chemistry': 55, 'Education': 0, 'Medical': 45, 'Physics': 55, ""Queen's Building"": 150, 'Wills Memorial': 459, 'Beacon House': 358, 'Brambles and Hawthorns': 3, 'Grace Reeves': 5, 'Senate House': 470}",0,2100,685,1215
224,"{'Arts and Social Sciences': 471, 'Chemistry': 50, 'Education': 0, 'Medical': 46, 'Physics': 53, ""Queen's Building"": 152, 'Wills Memorial': 445, 'Beacon House': 358, 'Brambles and Hawthorns': 3, 'Grace Reeves': 2, 'Senate House': 431}",397,2011,509,1083
225,"{'Arts and Social Sciences': 471, 'Chemistry': 50, 'Education': 0, 'Medical': 46, 'Physics': 53, ""Queen's Building"": 152, 'Wills Memorial': 445, 'Beacon House': 358, 'Brambles and Hawthorns': 3, 'Grace Reeves': 2, 'Senate House': 454}",0,2034,691,1275
226,"{'Arts and Social Sciences': 471, 'Chemistry': 50, 'Education': 0, 'Medical': 46, 'Physics': 53, ""Queen's Building"": 152, 'Wills Memorial': 445, 'Beacon House': 358, 'Brambles and Hawthorns': 3, 'Grace Reeves': 2, 'Senate House': 454}",0,2034,691,1275
227,"{'Arts and Social Sciences': 471, 'Chemistry': 50, 'Education': 0, 'Medical': 46, 'Physics': 53, ""Queen's Building"": 152, 'Wills Memorial': 445, 'Beacon House': 358, 'Brambles and Hawthorns': 3, 'Grace Reeves': 2, 'Senate House': 454}",0,2034,691,1275
228,"{'Arts and Social Sciences': 458, 'Chemistry': 57, 'Education': 0, 'Medical': 47, 'Physics': 51, ""Queen's Building"": 153, 'Wills Memorial': 445, 'Beacon House': 365, 'Brambles and Hawthorns': 1, 'Grace Reeves': 1, 'Senate House': 427}",382,2005,492,1121
229,"{'Arts and Social Sciences': 459, 'Chemistry': 57, 'Education': 0, 'Medical': 47, 'Physics': 51, ""Queen's Building"": 153, 'Wills Memorial': 445, 'Beacon House': 365, 'Brambles and Hawthorns': 1, 'Grace Reeves': 1, 'Senate House': 452}",0,2031,688,1281
230,"{'Arts and Social Sciences': 459, 'Chemistry': 57, 'Education': 0, 'Medical': 47, 'Physics': 51, ""Queen's Building"": 153, 'Wills Memorial': 445, 'Beacon House': 365, 'Brambles and Hawthorns': 1, 'Grace Reeves': 1, 'Senate House': 452}",0,2031,688,1281
231,"{'Arts and Social Sciences': 459, 'Chemistry': 57, 'Education': 0, 'Medical': 47, 'Physics': 51, ""Queen's Building"": 153, 'Wills Memorial': 445, 'Beacon House': 365, 'Brambles and Hawthorns': 1, 'Grace Reeves': 1, 'Senate House': 452}",0,2031,688,1281
232,"{'Arts and Social Sciences': 557, 'Chemistry': 72, 'Education': 0, 'Medical': 53, 'Physics': 68, ""Queen's Building"": 164, 'Wills Memorial': 510, 'Beacon House': 418, 'Brambles and Hawthorns': 1, 'Grace Reeves': 1, 'Senate House': 520}",356,2364,0,1280
233,"{'Arts and Social Sciences': 557, 'Chemistry': 72, 'Education': 0, 'Medical': 53, 'Physics': 68, ""Queen's Building"": 164, 'Wills Memorial': 511, 'Beacon House': 418, 'Brambles and Hawthorns': 1, 'Grace Reeves': 1, 'Senate House': 610}",19,2455,0,1526
234,"{'Arts and Social Sciences': 575, 'Chemistry': 72, 'Education': 0, 'Medical': 53, 'Physics': 68, ""Queen's Building"": 164, 'Wills Memorial': 511, 'Beacon House': 418, 'Brambles and Hawthorns': 1, 'Grace Reeves': 1, 'Senate House': 610}",1,2473,0,1526
235,"{'Arts and Social Sciences': 576, 'Chemistry': 72, 'Education': 0, 'Medical': 53, 'Physics': 68, ""Queen's Building"": 164, 'Wills Memorial': 511, 'Beacon House': 418, 'Brambles and Hawthorns': 1, 'Grace Reeves': 1, 'Senate House': 610}",0,2474,0,1526
236,"{'Arts and Social Sciences': 573, 'Chemistry': 72, 'Education': 0, 'Medical': 53, 'Physics': 68, ""Queen's Building"": 164, 'Wills Memorial': 508, 'Beacon House': 417, 'Brambles and Hawthorns': 1, 'Grace Reeves': 1, 'Senate House': 607}",17,2464,0,1519
237,"{'Arts and Social Sciences': 574, 'Chemistry': 73, 'Education': 0, 'Medical': 54, 'Physics': 68, ""Queen's Building"": 164, 'Wills Memorial': 508, 'Beacon House': 417, 'Brambles and Hawthorns': 1, 'Grace Reeves': 1, 'Senate House': 609}",2,2469,0,1529
238,"{'Arts and Social Sciences': 574, 'Chemistry': 73, 'Education': 0, 'Medical': 54, 'Physics': 68, ""Queen's Building"": 164, 'Wills Memorial': 508, 'Beacon House': 417, 'Brambles and Hawthorns': 1, 'Grace Reeves': 1, 'Senate House': 609}",2,2469,0,1529
239,"{'Arts and Social Sciences': 576, 'Chemistry': 73, 'Education': 0, 'Medical': 54, 'Physics': 68, ""Queen's Building"": 164, 'Wills Memorial': 508, 'Beacon House': 417, 'Brambles and Hawthorns': 1, 'Grace Reeves': 1, 'Senate House': 609}",0,2471,0,1529
